text,label,source,subject,length
Kip Kinkel and Clackamas Town Center shootings both where citizen with gun stopped the crime a legislative hearing tweet,0,liar,guns,19
Not a single unarmed white person has been shot by the police in New York in about 45 years. a panel on Real Time with Bill Maher,0,liar,"crime,public-safety",27
"If I had not asked for my emails all to be made public, none of this would have been in the public arena. an interview with Iowa Public Radio",0,liar,"candidates-biography,technology",29
The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud. in editorials and op-ed articles,1,liar,elections,27
Oregon leads the nation in number of jobs per capita in manufacturing. a paper for the Oregon Business Plan,0,liar,jobs,19
Californias Proposition 63 would CRIMINALIZE the sharing of ammunition between friends who may be hunting or shooting together. an email blast.,0,liar,"elections,guns",21
"The Obama administration has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem. a discussion on ABCs This Week",0,liar,"energy,oil-spill,abc-news-week",40
"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations. testimony given at a public hearing",1,liar,"corporations,energy,infrastructure",24
The Libertarian Party is the third-largest political party in the U.S. the Libertarian Party of Broward website,0,liar,elections,17
Taxes on groceries and medicine will rise under a plan to improve roads and rail for metro Atlanta. media appearances,1,liar,transportation,20
Says the unemployment rate for African-American youths is 59 percent. a speech.,0,liar,jobs,12
New Glarus Brewing Co.s Spotted Cow is available only in Wisconsin. an interview,1,liar,Alcohol,13
Says he did the very best in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama. a Republican presidential debate in Arizona,1,liar,polls,31
"All legislative mail, from the content to the timing, is approved by the speakers office. a story in the Clarksville Leaf-Chronicle",0,liar,"campaign-finance,congressional-rules",21
"Were above 800 million Muslims radicalized, more than half the Muslims on Earth Thats not a minority. Thats now a majority. a YouTube video",0,liar,"islam,terrorism",24
The Trans-Texas Corridor is dead. a campaign blog entry during the GOP gubernatorial debate,1,liar,"state-budget,transportation",14
If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half. Miami Herald editorial board interview,1,liar,federal-budget,33
Seth Magaziner plans to spend billions more of your money. a television commercial,0,liar,"debt,deficit,economy,education,government-efficiency,jobs,message-machine-2014,campaign-advertising,pensions,small-business,state-budget,state-finances,taxes,unions",13
Virginias educational level among whites is higher than Georgias. article,1,liar,"elections,voting-record",10
Says the Donald J.Trump Foundations money is his money. an interview on CNN,0,liar,candidates-biography,13
Its been nearly three weeks since the president has commented on questions about possible hidden wait lists at veterans hospitals. an interview on CBS Face the Nation,1,liar,veterans,27
On allowing Shelby Countys schools merger commission to finish work before allowing any new merger legislation. signing new schools legislation.,0,liar,education,20
Hillary Clintons not trusted -- virtually at all. a speech to the PA delegation at the RNC.,0,liar,elections,17
The Republicans just voted last year to end Medicare. a speech on the House floor,0,liar,"medicare,retirement",15
A proposed U.S. Labor Department rule for children working on farms would even ban youth from operating a battery-powered screwdriver or a pressurized garden hose. a press release,0,liar,"agriculture,children,corrections-and-updates,families,labor",28
"Under Hosni Mubaraks rule, Egypt received more American dollars than any country besides Israel. a newspaper column",1,liar,"foreign-policy,pundits",17
Says the typical homeowner will pay 4 more per month if library district passes. a campaign mailer.,1,liar,taxes,17
Probably less than 4 percent of Wisconsin residents are enjoying the subsidies from Obamacare. a radio interview,1,liar,health-care,17
8 Syrians caught at Texas border in Laredo. a tweet,0,liar,"homeland-security,immigration",10
"Every other democracy in the world has a health care system that covers everybody, and we dont. remarks on NBCs Meet the Press",0,liar,health-care,23
"Says Tom Nelson backed higher taxes on Social Security, costing Wisconsin seniors 95 million. a TV ad",0,liar,"income,retirement,social-security,state-budget,taxes",17
The U.S. has the highest unintended pregnancy rate of any Western industrialized country. an interview with Texas Monthly,1,liar,"abortion,sexuality",18
Says Nathan Deal killed pro-gun bills in 2013. a flier,0,liar,guns,10
"On the last night of the General Assembly, by 11 oclock 95 to 98 percent of the business was done. So we really didnt have that late-night session. We were just holding on one bill. an interview on WPRIs Newsmakers.",0,liar,"government-efficiency,history,job-accomplishments,voting-record",40
"Says his promise of 250,000 new private sector jobs was a big goal. a campaign TV ad",1,liar,"economy,jobs",17
Says Donald Trump always pays his bills promptly. a speech at the Republican National Convention in Cleveland,0,liar,candidates-biography,17
One would have to go back more than a century to find a scenario where a presidents nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year. a statement,1,liar,supreme-court,41
More than three women per day lose their lives at the hands of their partners. a message to viewers,1,liar,"crime,criminal-justice,women",19
Ninety percent of people living in Gaza dont have access even to water. comments on MSNBC,1,liar,"foreign-policy,israel,water",16
"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires. an interview.",0,liar,"natural-disasters,state-budget",38
"Says Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother. a campaign TV ad",1,liar,"abortion,message-machine",26
The Seattle Times called Patty Murray a prolific sponsor of earmarks. Patty even defended the Bridge to Nowhere. a campaign ad,1,liar,"federal-budget,message-machine",21
Theres going to be a slowdown and delays in flights as a result of the sequester. an interview on MSNBC,1,liar,"federal-budget,transportation",20
Virginia now is the number one exporter of agricultural products to Cuba. We have now jumped to number one. an interview,1,liar,"economy,trade",21
There are more members of the U.S. Senate than the number of WI families who would benefit from GOP estate tax break. a tweet,1,liar,taxes,24
New Jersey has the second highest rate of institutionalization of people with developmental disabilities in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey. his budget speech,1,liar,"disability,health-care",38
The spillover violence from Mexico in Texas is real and it is escalating. in a letter to President Barack Obama,0,liar,"crime,immigration",20
